spotifyid,DataSet,Wonder,Transcendence,Tenderness,Nostalgia,Peacefulness,Power,Joy,Tension,Sadness,mp3,spec_npy,n_mels,n_frames,tempo,tempo_variance,loudness,energy,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,key,mode,acousticness,danceability,valence
1mea3bSkSGXuIRvnydlB5b,MuVi,0.1395348837209302,0.0930232558139534,0.0232558139534883,0.2093023255813953,0.0,0.1395348837209302,0.1395348837209302,0.1395348837209302,0.1162790697674418,DataSets\audio\Coldplay - Viva La Vida.mp3,DataSets\img\Coldplay - Viva La Vida.npy,128.0,24215.0,[139.67483108],0.0003306437427268223,-25.552063,0.4712982773780823,1945.3237120971287,2401.6362971739763,3907.557286016835,0.04564363320767608,8,0,0.9953174013644457,[0.72166328],0.28678767326583604
3ovjw5HZZv43SxTwApooCM,MuVi,0.0606060606060606,0.0808080808080808,0.1414141414141414,0.1818181818181818,0.0909090909090909,0.202020202020202,0.101010101010101,0.0606060606060606,0.0808080808080808,DataSets\audio\Scorpions - Wind Of Change.mp3,DataSets\img\Scorpions - Wind Of Change.npy,128.0,30884.0,[75.99954044],0.0009440674855319519,-14.556788,0.4038076400756836,2612.662008460396,3034.185706530035,5445.180509323545,0.06075216568456073,2,0,0.9983976488001645,[0.59406766],0.3087800139225876
72jCZdH0Lhg93z6Z4hBjgj,MuVi,0.1206896551724137,0.1206896551724137,0.0172413793103448,0.1034482758620689,0.0517241379310344,0.2241379310344827,0.1034482758620689,0.1724137931034483,0.0862068965517241,DataSets\audio\Taylor Swift - I Knew You Were Trouble..mp3,DataSets\img\Taylor Swift - I Knew You Were Trouble..npy,128.0,12321.0,[103.359375],0.003966441423519549,-18.83667,0.2633764147758484,3112.5861004686,3443.4450072233676,6613.874746588795,0.06548627714830868,1,0,0.9984635727014393,[0.59287895],0.29529787828985615
0FDzzruyVECATHXKHFs9eJ,MuVi,0.1,0.0833333333333333,0.0833333333333333,0.1333333333333333,0.05,0.2666666666666666,0.1666666666666666,0.0833333333333333,0.0333333333333333,DataSets\audio\Coldplay - A Sky Full of Stars.mp3,DataSets\img\Coldplay - A Sky Full of Stars.npy,128.0,27457.0,[126.04801829],0.00038962680196116047,-16.625635,0.36389803886413574,2458.527628573557,3073.4849620648633,5647.889024443422,0.044436670155186264,6,0,0.9764455575495958,[0.65686123],0.28520118819294904
4JehYebiI9JE8sR8MisGVb,MuVi,0.1176470588235294,0.0784313725490196,0.0392156862745098,0.0980392156862745,0.0588235294117647,0.2156862745098039,0.1568627450980392,0.0980392156862745,0.1372549019607843,DataSets\audio\Beyoncé - Halo.mp3,DataSets\img\Beyoncé - Halo.npy,128.0,26166.0,[79.50721154],0.0005115010952088619,-15.392491,0.45006781816482544,2333.646775914374,2711.0657658515215,5017.273589413574,0.05754376549466457,1,0,0.9984461560379714,[0.61535001],0.30559905778256674
2FRnf9qhLbvw8fu4IBXx78,MuVi,0.0793650793650793,0.0793650793650793,0.0634920634920634,0.2222222222222222,0.0476190476190476,0.1746031746031746,0.1111111111111111,0.1587301587301587,0.0634920634920634,DataSets\audio\Wham! - Last Christmas.mp3,DataSets\img\Wham! - Last Christmas.npy,128.0,26378.0,[107.66601562],0.0001375965742361078,-21.68219,0.3115081787109375,3618.441447277094,3702.9071991903024,7953.514142103598,0.08210982201804577,9,0,0.9961062322836369,[0.61531483],0.34506548938878545
7Ie9W94M7OjPoZVV216Xus,MuVi,0.134453781512605,0.0336134453781512,0.1008403361344537,0.0840336134453781,0.0252100840336134,0.2521008403361344,0.2521008403361345,0.0840336134453781,0.0336134453781512,DataSets\audio\Eminem - Not Afraid.mp3,DataSets\img\Eminem - Not Afraid.npy,128.0,13957.0,[114.84375],0.0028566543739900517,-12.623259,0.37352514266967773,2960.443374063966,3012.8763971329877,5756.573420829954,0.07737139530561102,7,0,0.9978985078632832,[0.64854747],0.321871272494157
7o1Pm9jpH0wFpN5g793Lnq,MuVi,0.088235294117647,0.0441176470588235,0.0735294117647058,0.2499999999999999,0.0441176470588235,0.2205882352941176,0.1176470588235294,0.1176470588235294,0.0441176470588235,DataSets\audio\Shakira - Can't Remember to Forget You (feat. Rihanna).mp3,DataSets\img\Shakira - Can't Remember to Forget You (feat. Rihanna).npy,128.0,20754.0,[139.67483108],0.00011341735445053312,-14.329165,0.47395002841949463,2991.6807046679673,3215.4950487637275,6292.589550824954,0.0677880564374021,1,0,0.9950675149448216,[0.7224639],0.357428723117696
3YRCqOhFifThpSRFJ1VWFM,MuVi,0.0495867768595041,0.0661157024793388,0.1322314049586777,0.165289256198347,0.1239669421487603,0.1652892561983471,0.165289256198347,0.0661157024793388,0.0661157024793388,DataSets\audio\Guns N' Roses - November Rain.mp3,DataSets\img\Guns N' Roses - November Rain.npy,128.0,31320.0,[151.99908088],0.00029636143569806907,-29.612318,0.3787645995616913,2543.4484588080736,2792.6768929155833,5081.562152843742,0.06590245712783112,11,0,0.9979625502601266,[0.71224085],0.2958180971077687
0ARK753YaiJbpLUk7z5yIM,MuVi,0.0952380952380952,0.0714285714285714,0.0476190476190476,0.1666666666666666,0.0,0.2619047619047619,0.1666666666666666,0.0952380952380952,0.0952380952380952,DataSets\audio\Nelly - Dilemma.mp3,DataSets\img\Nelly - Dilemma.npy,128.0,16258.0,[166.70866935],7.521240707779079e-05,-15.83444,0.31401509046554565,2428.8222059451373,3118.7242920337503,5271.166045473515,0.04460940708017925,7,0,0.9993267279933207,[0.71562839],0.26659317721819104
7BqBn9nzAq8spo5e7cZ0dJ,MuVi,0.1562499999999999,0.0312499999999999,0.0156249999999999,0.0468749999999999,0.0,0.34375,0.21875,0.171875,0.0156249999999999,DataSets\audio\Bruno Mars - Just the Way You Are.mp3,DataSets\img\Bruno Mars - Just the Way You Are.npy,128.0,22002.0,[109.95678191],0.0005917104638866052,-15.65321,0.43427735567092896,2672.1535276965824,3047.704907066456,5637.292814775606,0.05531463131892776,5,0,0.9989541670074686,[0.66100514],0.3229026870700818
1c8gk2PeTE04A1pIDH9YMk,MuVi,0.0547945205479452,0.0821917808219178,0.0821917808219178,0.1095890410958904,0.0410958904109589,0.136986301369863,0.1917808219178082,0.1095890410958904,0.1917808219178082,DataSets\audio\Adele - Rolling in the Deep.mp3,DataSets\img\Adele - Rolling in the Deep.npy,128.0,22773.0,[105.46875],0.0001806283147663833,-15.241492,0.3563510775566101,2192.883201035684,2809.667871206461,4612.206822146635,0.045813626170978845,7,0,0.9930825550109148,[0.62559246],0.264975905921249
1JSTJqkT5qHq8MDJnJbRE1,MuVi,0.1732283464566929,0.0629921259842519,0.0944881889763779,0.1417322834645669,0.0236220472440944,0.1889763779527559,0.1259842519685039,0.0944881889763779,0.0944881889763779,DataSets\audio\The Police - Every Breath You Take.mp3,DataSets\img\The Police - Every Breath You Take.npy,128.0,14215.0,[117.45383523],0.00019757787626120565,-22.708546,0.3438170552253723,2136.90278641726,2713.6788797706163,4535.139847674116,0.04390531363576037,3,0,0.9993176685529761,[0.64346797],0.25706587083627475
5YqltLsjdqFtvqE7Nrysvs,MuVi,0.0535714285714285,0.0535714285714285,0.0714285714285714,0.0714285714285714,0.0535714285714285,0.2142857142857142,0.0892857142857142,0.1964285714285714,0.1964285714285714,DataSets\audio\Taylor Swift - We Are Never Ever Getting Back Together (Taylor's Version).mp3,DataSets\img\Taylor Swift - We Are Never Ever Getting Back Together (Taylor's Version).npy,128.0,10952.0,[86.1328125],0.00033202408088434647,-16.738047,0.33462637662887573,3391.6288927407013,3598.233178817292,7201.055544605946,0.07079653712635149,10,0,0.997865617275238,[0.58771869],0.3376507183923387
6qn9YLKt13AGvpq9jfO8py,MuVi,0.0655737704918032,0.0655737704918032,0.1475409836065573,0.1311475409836065,0.0983606557377049,0.180327868852459,0.1311475409836065,0.081967213114754,0.0983606557377049,DataSets\audio\Rihanna - We Found Love.mp3,DataSets\img\Rihanna - We Found Love.npy,128.0,12198.0,[129.19921875],0.0004487745775746667,-20.210297,0.42044273018836975,3498.135966293032,3614.968763435122,7395.438945650816,0.07245932027457885,8,0,0.993020729161799,[0.68648652],0.3733566411489921
6RtPijgfPKROxEzTHNRiDp,MuVi,0.0459770114942528,0.0689655172413793,0.0919540229885057,0.2298850574712644,0.1034482758620689,0.1379310344827586,0.1149425287356321,0.0919540229885057,0.1149425287356321,DataSets\audio\MAGIC! - Rude.mp3,DataSets\img\MAGIC! - Rude.npy,128.0,22538.0,[143.5546875],6.625884365122677e-05,-15.761752,0.3435918092727661,2955.238157625832,3338.0217809686405,6225.921020885116,0.06302191158336339,8,0,0.993458952754736,[0.6849414],0.31154648026597753
45hOioMDJktr86iKDHC8gr,MuVi,0.0625,0.0,0.0,0.15625,0.0,0.375,0.2187499999999999,0.125,0.0625,DataSets\audio\Avril Lavigne - Girlfriend.mp3,DataSets\img\Avril Lavigne - Girlfriend.npy,128.0,21600.0,[82.03125],0.0005497163266492669,-12.174612,0.4801027476787567,3181.8222924017387,3211.778543572367,6463.703930185098,0.08026745372547703,2,0,0.9973719851113856,[0.62921033],0.3721557353863682
2bL2gyO6kBdLkNSkxXNh6x,MuVi,0.2147651006711409,0.0536912751677852,0.0805369127516778,0.1610738255033557,0.1006711409395973,0.174496644295302,0.1342281879194631,0.0536912751677852,0.0268456375838926,DataSets\audio\Maroon 5 - Animals.mp3,DataSets\img\Maroon 5 - Animals.npy,128.0,12912.0,[95.703125],0.00029895423079889625,-12.619662,0.42078328132629395,2692.328243814604,3173.526258043833,5744.214769460649,0.042800281772659834,0,0,0.9980425494723022,[0.63244715],0.3197496433630716
4wCmqSrbyCgxEXROQE6vtV,MuVi,0.0714285714285714,0.0952380952380952,0.0714285714285714,0.1428571428571428,0.0,0.2619047619047619,0.2857142857142857,0.0476190476190476,0.0238095238095238,DataSets\audio\Gotye - Somebody That I Used To Know.mp3,DataSets\img\Gotye - Somebody That I Used To Know.npy,128.0,13782.0,[129.19921875],0.0001634373806739565,-24.067865,0.3207171857357025,1496.7254886572796,2198.384386019704,2915.1439956626473,0.02995134464511373,2,0,0.9990353983594105,[0.65524956],0.20668742782238614
4cluDES4hQEUhmXj6TXkSo,MuVi,0.0895522388059701,0.0298507462686567,0.1343283582089552,0.1194029850746268,0.0895522388059701,0.0895522388059701,0.1194029850746268,0.1641791044776119,0.1641791044776119,DataSets\audio\One Direction - What Makes You Beautiful.mp3,DataSets\img\One Direction - What Makes You Beautiful.npy,128.0,20033.0,[126.04801829],0.0004333105676676405,-13.882671,0.41945117712020874,3576.0880453161376,3493.81016923828,7427.823196627789,0.08968796974608809,4,0,0.9862088719382882,[0.67863338],0.37822292872781205
75JFxkI2RXiU7L9VXzMkle,MuVi,0.110091743119266,0.073394495412844,0.1284403669724771,0.110091743119266,0.0825688073394495,0.1651376146788991,0.073394495412844,0.110091743119266,0.146788990825688,DataSets\audio\Coldplay - The Scientist.mp3,DataSets\img\Coldplay - The Scientist.npy,128.0,26519.0,[147.65625],0.00023811577670179664,-14.886895,0.47632282972335815,1940.9665175350597,2503.46788436945,3921.9833855683037,0.04137581285435182,5,0,0.9984673528233543,[0.73769048],0.2881720444101234
6lanRgr6wXibZr8KgzXxBl,MuVi,0.0697674418604651,0.1162790697674418,0.0232558139534883,0.0930232558139534,0.0,0.2790697674418604,0.3023255813953488,0.1162790697674418,0.0,DataSets\audio\Christina Perri - a thousand years.mp3,DataSets\img\Christina Perri - a thousand years.npy,128.0,28551.0,[139.67483108],0.00032683766658330474,-15.126816,0.41789019107818604,1918.4950342266247,2628.505397604707,3922.6478889380946,0.038328350714917456,10,0,0.9989311047829688,[0.70506515],0.267196399307837
2s1sdSqGcKxpPr5lCl7jAV,MuVi,0.0439560439560439,0.0879120879120879,0.0439560439560439,0.0879120879120879,0.0329670329670329,0.2637362637362637,0.1978021978021978,0.1978021978021978,0.0439560439560439,DataSets\audio\Sia - Chandelier.mp3,DataSets\img\Sia - Chandelier.npy,128.0,21576.0,[87.59269068],0.0015782454448227293,-13.251192,0.5554515719413757,3083.383050900774,3557.874409743573,6803.035706853846,0.0647319739510466,6,0,0.9949739924632013,[0.66279634],0.3907093940405102
36ux3YuUsGTWPT8fXclS45,MuVi,0.1964285714285714,0.0357142857142857,0.125,0.2321428571428571,0.0535714285714285,0.1785714285714285,0.1071428571428571,0.0357142857142857,0.0357142857142857,DataSets\audio\Katy Perry - E.T..mp3,DataSets\img\Katy Perry - E.T..npy,128.0,11728.0,[74.89809783],0.0001724551433808018,-14.925411,0.45555782318115234,2978.398434845416,3202.206661970899,6295.4393361540415,0.06447308739915364,8,0,0.993653753772378,[0.60790069],0.35041250338341184
1EzrEOXmMH3G43AXT1y7pA,MuVi,0.1684210526315789,0.1052631578947368,0.0842105263157894,0.1052631578947368,0.031578947368421,0.1894736842105263,0.0842105263157894,0.1684210526315789,0.0631578947368421,DataSets\audio\Jason Mraz - I'm Yours.mp3,DataSets\img\Jason Mraz - I'm Yours.npy,128.0,24541.0,[151.99908088],0.00039183816226670055,-17.639454,0.3070647120475769,2353.7083686262677,3052.5964252126037,4943.165898925366,0.043799437956819474,6,0,0.9898295402526855,[0.68562989],0.25926879525761015
2y4lAQpi5VTNLu2ldeTdUH,MuVi,0.1495327102803738,0.0373831775700934,0.0934579439252336,0.1308411214953271,0.02803738317757,0.2242990654205607,0.1308411214953271,0.1308411214953271,0.0747663551401869,DataSets\audio\Miley Cyrus - We Can't Stop.mp3,DataSets\img\Miley Cyrus - We Can't Stop.npy,128.0,23332.0,[161.49902344],0.00013066678281809047,-16.525492,0.30975133180618286,3322.87818607967,3432.979741366549,7356.640547248208,0.07433549917427598,8,0,0.9954330413602293,[0.7042265],0.3247756563407056
1y4eb6hmAvsqlDOl3fx9kk,MuVi,0.1219512195121951,0.073170731707317,0.048780487804878,0.0975609756097561,0.0,0.3414634146341463,0.1463414634146341,0.0975609756097561,0.073170731707317,DataSets\audio\Katy Perry - Hot N Cold.mp3,DataSets\img\Katy Perry - Hot N Cold.npy,128.0,12384.0,[132.51201923],2.2637553695546485e-05,-12.845735,0.4272121787071228,3782.6862490531844,3705.359488299707,8123.849529360411,0.08186668910248898,2,0,0.9985704128630459,[0.69611423],0.3945831428392532
5JLv62qFIS1DR3zGEcApRt,MuVi,0.1526717557251908,0.0763358778625954,0.0763358778625954,0.2137404580152671,0.1145038167938931,0.1068702290076336,0.1221374045801526,0.0610687022900763,0.0763358778625954,DataSets\audio\Katy Perry - Wide Awake.mp3,DataSets\img\Katy Perry - Wide Awake.npy,128.0,12747.0,[79.50721154],0.000861325106626833,-16.824944,0.3601192533969879,2564.4784807525593,3088.612310740102,5159.943076697559,0.05744040291408598,0,0,0.9738870896399021,[0.5771808],0.29100498318249995
49wOjOkS4pBK3PQnPnNYjb,MuVi,0.0898876404494382,0.0674157303370786,0.1123595505617977,0.0674157303370786,0.1685393258426966,0.1573033707865168,0.1797752808988764,0.1123595505617977,0.0449438202247191,DataSets\audio\The Cranberries - Zombie.mp3,DataSets\img\The Cranberries - Zombie.npy,128.0,17277.0,[166.70866935],0.00018026390990000157,-15.8299465,0.4508240222930908,2649.987964943496,3137.7284262506564,5607.410475973977,0.056297144849136484,7,0,0.9940785863436759,[0.75948199],0.32694053842726334
4lCv7b86sLynZbXhfScfm2,MuVi,0.163265306122449,0.0408163265306122,0.0612244897959183,0.1020408163265306,0.0612244897959183,0.1836734693877551,0.163265306122449,0.0816326530612245,0.1428571428571428,DataSets\audio\Katy Perry - Firework.mp3,DataSets\img\Katy Perry - Firework.npy,128.0,12836.0,[123.046875],0.0002791578178832116,-15.552935,0.38061511516571045,3193.192624043357,3146.354747775779,6591.49343929484,0.07846025171569736,8,0,0.9980896459892392,[0.66464638],0.33975121332479397
6DkXLzBQT7cwXmTyzAB1DJ,MuVi,0.0869565217391304,0.0579710144927536,0.0579710144927536,0.2028985507246377,0.0434782608695652,0.2318840579710144,0.1159420289855072,0.144927536231884,0.0579710144927536,DataSets\audio\Rihanna - What's My Name_.mp3,DataSets\img\Rihanna - What's My Name_.npy,128.0,12938.0,[132.51201923],0.0017610045467575646,-11.285932,0.49267831444740295,2710.645796783424,2999.403856411781,5691.578804667871,0.058228196296774046,2,0,0.9971828917041421,[0.71747377],0.3449358246013626
009ImBOrIUlWgla8U05RAC,MuVi,0.073170731707317,0.0975609756097561,0.0975609756097561,0.1951219512195122,0.073170731707317,0.1463414634146341,0.1219512195121951,0.073170731707317,0.1219512195121951,DataSets\audio\Katy Perry - Unconditionally.mp3,DataSets\img\Katy Perry - Unconditionally.npy,128.0,13314.0,[129.19921875],0.0008121996441362246,-19.839245,0.4462471902370453,2304.423002009906,2881.705280689097,4767.1334688780735,0.04670545553387687,7,0,0.9974770674016327,[0.69657345],0.3023772635463422
2lnzGkdtDj5mtlcOW2yRtG,MuVi,0.056338028169014,0.028169014084507,0.056338028169014,0.1408450704225352,0.1267605633802817,0.2816901408450704,0.1126760563380281,0.1126760563380281,0.0845070422535211,"DataSets\audio\Shakira - Whenever, Wherever.mp3","DataSets\img\Shakira - Whenever, Wherever.npy",128.0,19620.0,[107.66601562],0.00026941622382615994,-15.871272,0.42500463128089905,2769.669170893159,3462.339659301931,6341.3798725839915,0.051029190198014676,9,0,0.9963875799439847,[0.65324076],0.3263128218198436
5Q0Nhxo0l2bP3pNjpGJwV1,MuVi,0.0930232558139535,0.0465116279069767,0.0930232558139535,0.2093023255813953,0.0,0.1627906976744186,0.0697674418604651,0.1395348837209302,0.186046511627907,DataSets\audio\Miley Cyrus - Party In The U.S.A..mp3,DataSets\img\Miley Cyrus - Party In The U.S.A..npy,128.0,11543.0,[95.703125],0.0010052852094313903,-14.221665,0.45499005913734436,3036.147092469323,3230.3022140019884,6433.781916561368,0.06030106453367029,6,0,0.9829483423382044,[0.63881801],0.354073159210403
4PdJSsESm34djLfBde9Pr2,MuVi,0.1041666666666666,0.0,0.1666666666666666,0.2083333333333333,0.125,0.0833333333333333,0.1458333333333333,0.0625,0.1041666666666666,DataSets\audio\David Guetta - Would I Lie to You - Radio Edit.mp3,DataSets\img\David Guetta - Would I Lie to You - Radio Edit.npy,128.0,19764.0,[123.046875],0.0002652718347305115,-13.525139,0.5184412002563477,3127.9011182379054,3415.1485745156083,6865.147690234352,0.06689694067401457,7,0,0.9995037486078218,[0.71105977],0.38134047463464293
3w3y8KPTfNeOKPiqUTakBh,MuVi,0.146788990825688,0.073394495412844,0.055045871559633,0.1651376146788991,0.0825688073394495,0.201834862385321,0.073394495412844,0.110091743119266,0.091743119266055,DataSets\audio\Bruno Mars - Locked out of Heaven.mp3,DataSets\img\Bruno Mars - Locked out of Heaven.npy,128.0,23431.0,[147.65625],6.276667042511752e-05,-14.176645,0.4562930166721344,2688.108279650629,3179.0333216437857,5703.2025366044,0.057111607612910016,7,0,0.9902274906635284,[0.72826725],0.33130489086742004
5B5eTk7DF8KVp1zpQoY1XY,MuVi,0.048780487804878,0.065040650406504,0.1626016260162602,0.1951219512195122,0.073170731707317,0.1951219512195122,0.1463414634146341,0.08130081300813,0.032520325203252,DataSets\audio\Hoobastank - The Reason.mp3,DataSets\img\Hoobastank - The Reason.npy,128.0,13128.0,[83.35433468],5.485577637023673e-05,-12.377097,0.5236595869064331,2772.584287086973,3331.4950855158104,6245.337285411876,0.05196857486127078,4,0,0.996192977996543,[0.64554141],0.3593921481079425
2vwlzO0Qp8kfEtzTsCXfyE,MuVi,0.0384615384615384,0.0961538461538461,0.1153846153846153,0.2115384615384615,0.0576923076923076,0.1538461538461538,0.1346153846153846,0.0576923076923076,0.1346153846153846,DataSets\audio\Miley Cyrus - Wrecking Ball.mp3,DataSets\img\Miley Cyrus - Wrecking Ball.npy,128.0,22412.0,[120.18531977],0.00039666586476067993,-18.141722,0.3389022946357727,2544.52255615262,2891.020855890576,5353.368022616751,0.05706281223289215,5,0,0.9943914953619242,[0.64474013],0.28260226862209886
37ZJ0p5Jm13JPevGcx4SkF,MuVi,0.0869565217391304,0.108695652173913,0.1304347826086956,0.1521739130434782,0.0,0.1956521739130435,0.108695652173913,0.1739130434782608,0.0434782608695652,DataSets\audio\Bon Jovi - Livin' On A Prayer.mp3,DataSets\img\Bon Jovi - Livin' On A Prayer.npy,128.0,13996.0,[123.046875],0.00015664998535084651,-15.8826475,0.5006316900253296,3003.664267590994,3287.5313153001234,6190.2555588319165,0.0686394633321236,4,0,0.9900021906942129,[0.70195609],0.3671215145145094
2cZrrQMjB63c0iIugYH9zS,MuVi,0.0925925925925925,0.074074074074074,0.0925925925925925,0.1851851851851851,0.1111111111111111,0.1666666666666666,0.1111111111111111,0.0925925925925925,0.074074074074074,DataSets\audio\Pitbull - Rain Over Me (feat. Marc Anthony).mp3,DataSets\img\Pitbull - Rain Over Me (feat. Marc Anthony).npy,128.0,23376.0,[63.80208333],0.003671476747514312,-14.33176,0.49630334973335266,2892.764943886495,3356.6835753364817,6294.13762765396,0.054802083009995034,4,0,0.9962594993412495,[0.60385776],0.3582854461702172
0obBFrPYkSoBJbvHfUIhkv,MuVi,0.08,0.0999999999999999,0.0999999999999999,0.16,0.0,0.16,0.16,0.06,0.18,DataSets\audio\LMFAO - Sexy And I Know It.mp3,DataSets\img\LMFAO - Sexy And I Know It.npy,128.0,11451.0,[129.19921875],0.00047119719704956766,-17.19535,0.5516789555549622,3380.497037144478,3490.4810603719616,7098.0013390480835,0.07175189747984893,7,0,0.9979746576864272,[0.73188324],0.40925945432795263
5JVbvCHX10U2pLa5DEqGav,MuVi,0.081081081081081,0.081081081081081,0.054054054054054,0.081081081081081,0.081081081081081,0.2702702702702702,0.1351351351351351,0.081081081081081,0.1351351351351351,DataSets\audio\Capital Cities - Safe and Sound.mp3,DataSets\img\Capital Cities - Safe and Sound.npy,128.0,19327.0,[117.45383523],0.0003750215035452174,-12.467575,0.39545589685440063,3084.2900814141376,3318.518954020075,6696.885673727811,0.06667345983885986,7,0,0.996082108002156,[0.65960239],0.33743797104574275
